area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,price_per_sqft,location_grouped
Super built-up  Area,Ready To Move,Virat Nagar,2 BHK,Unknown,1196,2.0,2.0,56.81,1196.0,2,4750.0,other
Built-up  Area,Ready To Move,Hulimavu,2 BHK,VisicCl,1175,2.0,1.0,45.0,1175.0,2,3829.7872340425533,Hulimavu
Built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,Unknown,1850,3.0,3.0,98.0,1850.0,3,5297.2972972972975,other
Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,Unknown,2400,4.0,2.0,525.0,2400.0,4,21875.0,Indira Nagar
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1195,2.0,1.0,70.0,1195.0,2,5857.740585774059,Whitefield
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,Unknown,2000,3.0,3.0,185.0,2000.0,3,9250.0,Ulsoor
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Collsrn,1180,2.0,2.0,36.5,1180.0,2,3093.2203389830506,Hosur Road
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Elidet ,1050,2.0,1.0,49.87,1050.0,2,4749.523809523809,Jakkur
Built-up  Area,18-Dec,Electronic City,3 BHK,Unknown,1400,2.0,1.0,40.44,1400.0,3,2888.5714285714284,Electronic City
Plot  Area,17-Dec,Bagalakunte,4 Bedroom,Unknown,2360,4.0,2.0,150.0,2360.0,4,6355.932203389831,other
Super built-up  Area,Ready To Move,Banashankari stage 2,2 BHK,Unknown,1030,2.0,1.0,77.25,1030.0,2,7500.0,other
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,Unknown,1512,1.0,2.0,65.01,1512.0,2,4299.603174603175,other
Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,1.0,48.0,929.0,2,5166.846071044133,Subramanyapura
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,61.0,1252.0,3,4872.20447284345,Jigani
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1485,3.0,2.0,115.0,1485.0,3,7744.107744107744,Green Glen Layout
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Courf T,1124,2.0,2.0,55.0,1124.0,3,4893.238434163701,Electronics City Phase 1
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Unknown,1407,3.0,1.0,120.0,1407.0,3,8528.784648187633,Indira Nagar
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,3.0,97.0,1482.0,3,6545.209176788124,Hennur Road
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Unknown,1163,2.0,1.0,98.86,1163.0,2,8500.42992261393,Sector 7 HSR Layout
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1570,3.0,2.0,140.0,1570.0,3,8917.197452229299,Jalahalli
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3480,4.0,2.0,284.0,3480.0,3,8160.919540229885,Whitefield
Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04,520.0,1,2700.0,Chandapura
Super built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,2000,3.0,2.0,160.0,2000.0,3,8000.0,other
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,75.0,1352.0,2,5547.337278106509,Prithvi Layout
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,65.0,1152.0,2,5642.361111111111,Electronic City
Built-up  Area,20-Dec,"ECC Road, Whitefield,",3 BHK,Unknown,1575,3.0,2.0,93.0,1575.0,3,5904.761904761905,other
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4.0,2.0,125.0,1965.0,3,6361.323155216285,Hegde Nagar
Built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,Siite E,1300,2.0,2.0,70.0,1300.0,3,5384.615384615385,other
Super built-up  Area,18-Apr,Marathahalli,2 BHK,Unknown,957,2.0,1.0,47.0,957.0,2,4911.180773249739,Marathahalli
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Thiced ,1740,3.0,3.0,60.0,1740.0,3,3448.2758620689656,Hoskote
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Unknown,1060,2.0,0.0,35.0,1060.0,2,3301.8867924528304,Neeladri Nagar
Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,Unknown,1150,2.0,2.0,51.0,1150.0,2,4434.782608695652,Ramamurthy Nagar
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Unknown,1738,2.0,3.0,79.0,1738.0,3,4545.454545454545,Whitefield
Super built-up  Area,18-May,Bommanahalli,3 BHK,Unknown,1250,3.0,2.0,55.0,1250.0,3,4400.0,Bommanahalli
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3.0,2.0,90.0,1788.0,3,5033.557046979866,Bannerghatta Road
Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1151,2.0,1.0,59.0,1151.0,2,5125.977410947003,Kanakapura
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2.0,2.0,60.0,1300.0,3,4615.384615384615,Uttarahalli
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Unknown,1150,2.0,1.0,52.8,1150.0,2,4591.304347826087,Garudachar Palya
Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,Unknown,1380,2.0,1.0,75.0,1380.0,2,5434.782608695652,other
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,1645.0,3,7112.462006079028,Hebbal
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Unknown,1141,2.0,1.0,45.9,1141.0,2,4022.787028921998,Babusapalaya
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,2.0,82.5,1175.0,2,7021.276595744681,7th Phase JP Nagar
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,Unknown,1355,2.0,1.0,61.0,1355.0,3,4501.845018450184,Banashankari Stage V
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1150,2.0,0.0,70.0,1150.0,2,6086.95652173913,Dasarahalli
Super built-up  Area,18-May,Indranagar  100ft road defence colony,5 BHK,Unknown,5800,5.0,2.0,80.0,5800.0,5,1379.3103448275863,other
Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Unknown,1000,2.0,2.0,45.0,1000.0,2,4500.0,other
Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1007,2.0,1.0,65.0,1007.0,2,6454.816285998014,Balagere
Super built-up  Area,Ready To Move,Wajid layout thanisandra,4 BHK,Unknown,3000,5.0,2.0,100.0,3000.0,4,3333.3333333333335,other
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Unknown,1436,3.0,3.0,70.0,1436.0,3,4874.651810584958,Kothanur
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,4.0,3.0,220.0,4000.0,4,5500.0,Marathahalli
Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,2372,3.0,2.0,140.0,2372.0,3,5902.192242833053,Somasundara Palya
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1200,2.0,0.0,150.0,1200.0,2,12500.0,Rajaji Nagar
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Unknown,1100,2.0,2.0,48.0,1100.0,2,4363.636363636364,Dodda Nekkundi
Super built-up  Area,Ready To Move,B Channasandra,2 BHK,PrncyRe,1080,2.0,1.0,45.0,1080.0,2,4166.666666666667,other
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,60.0,1070.0,2,5607.476635514019,Electronic City
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,PrpiaSr,1532,3.0,1.0,115.0,1532.0,3,7506.527415143603,Kadubeesanahalli
Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1040,2.0,2.0,42.12,1040.0,2,4050.0,Hennur
Plot  Area,Ready To Move,Laxmi Sagar Layout,3 Bedroom,Pudgear,3100,3.0,3.0,250.0,3100.0,3,8064.5161290322585,other
Super built-up  Area,21-Jun,Tumkur Road,2 BHK,Coowsri,1076 - 1199,2.0,0.0,48.905,1137.5,2,4299.340659340659,Tumkur Road
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.6,1430.0,3,3608.3916083916083,Thanisandra
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1160,1.0,0.0,163.0,1160.0,2,14051.724137931034,Rajaji Nagar
Super built-up  Area,Ready To Move,ITPL,4 BHK,Unknown,3262,5.0,2.0,205.0,3262.0,4,6284.488044144697,ITPL
Plot  Area,Ready To Move,Achins Road,7 Bedroom,Unknown,2100,7.0,0.0,410.0,2100.0,7,19523.809523809523,other
Built-up  Area,Ready To Move,Uvce Layout,2 BHK,Unknown,1190,2.0,2.0,100.0,1190.0,2,8403.361344537816,other
Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1827,3.0,3.0,100.0,1827.0,3,5473.453749315819,other
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1210,2.0,1.0,75.0,1210.0,2,6198.347107438017,HRBR Layout
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,Srmitev,1500,3.0,3.0,95.0,1500.0,3,6333.333333333333,other
Super built-up  Area,21-Mar,Hebbal,2 BHK,Oztarol,1251,2.0,1.0,88.73,1251.0,2,7092.725819344524,Hebbal
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,RotatHa,1600,2.0,2.0,115.0,1600.0,3,7187.5,HSR Layout
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.5,1128.0,2,5806.737588652482,Electronic City
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,93.0,1820.0,3,5109.89010989011,Budigere
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,159.0,2072.0,3,7673.745173745174,Thigalarapalya
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,2.0,3.0,59.0,1510.0,3,3907.2847682119204,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1925,2.0,3.0,114.0,1925.0,3,5922.077922077922,Hoodi
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,LGapeon,2651,2.0,2.0,225.0,2651.0,3,8487.36325914749,Hennur Road
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,147.0,2072.0,3,7094.594594594595,Thigalarapalya
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,GancyRe,1000,2.0,2.0,36.0,1000.0,2,3600.0,Kumaraswami Layout
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,ArrdsOr,960,2.0,3.0,56.0,960.0,2,5833.333333333333,Sahakara Nagar
Super built-up  Area,Ready To Move,Gattigere,2 BHK,Vaw 2il,1180,2.0,2.0,63.0,1180.0,2,5338.983050847458,other
Built-up  Area,Ready To Move,Benson Town,3 BHK,Fants A,2270,3.0,1.0,180.0,2270.0,3,7929.515418502203,Benson Town
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Unknown,1200,2.0,1.0,75.0,1200.0,2,6250.0,Lakshminarayana Pura
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,46.0,1180.0,3,3898.3050847457625,Bisuvanahalli
Super built-up  Area,18-Jan,Roopena Agrahara,3 BHK,Unknown,1300,3.0,2.0,47.0,1300.0,3,3615.3846153846152,other
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Unknown,1157,2.0,0.0,40.0,1157.0,2,3457.216940363008,Bannerghatta Road
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0,1300.0,3,5307.692307692308,Kanakpura Road
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0,1305.0,3,4521.072796934866,Banashankari Stage III
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,80.0,1290.0,2,6201.550387596899,Jakkur
Super built-up  Area,Ready To Move,Hoskote,2 BHK,VRrtsa ,1170,2.0,3.0,45.0,1170.0,2,3846.153846153846,Hoskote
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Coona A,1400,2.0,3.0,78.0,1400.0,2,5571.428571428572,Yelachenahalli
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,75.0,1200.0,2,6250.0,Lakshminarayana Pura
Built-up  Area,Ready To Move,Kamakshipalya,3 BHK,Viaxy G,1155,2.0,0.0,60.0,1155.0,3,5194.805194805195,other
Built-up  Area,Ready To Move,Hormavu,3 BHK,Cadel C,1725,3.0,2.0,85.0,1725.0,3,4927.536231884058,Hormavu
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,700.0,2,5714.285714285715,Kanakpura Road
Built-up  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,7000,5.0,2.0,2050.0,7000.0,4,29285.714285714286,other
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1112,2.0,1.0,88.0,1112.0,2,7913.669064748202,Hoodi
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1178,2.0,1.0,78.0,1178.0,2,6621.392190152801,Somasundara Palya
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274,2.0,1.0,81.0,1274.0,2,6357.9277864992155,other
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vabow R,915,2.0,1.0,32.0,915.0,2,3497.2677595628415,Doddathoguru
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,Collsrn,760,1.0,2.0,21.28,760.0,1,2800.0,Hosur Road
Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,ArnzaFi,1540,3.0,2.0,68.0,1540.0,3,4415.584415584415,other
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,Unknown,1206,2.0,3.0,38.5,1206.0,2,3192.3714759535656,other
Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,1645.0,3,5775.075987841945,other
Plot  Area,Ready To Move,Canara Bank Layout,4 Bedroom,Unknown,1200,4.0,2.0,170.0,1200.0,4,14166.666666666666,other
Plot  Area,Ready To Move,singapura paradise,4 Bedroom,Unknown,1200,4.0,1.0,140.0,1200.0,4,11666.666666666666,other
Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2342,3.0,2.0,115.0,2342.0,4,4910.333048676345,Nehru Nagar
Super built-up  Area,Ready To Move,Kannur,3 BHK,Unknown,1200,2.0,1.0,55.0,1200.0,3,4583.333333333333,other
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,Unknown,4800,8.0,2.0,225.0,4800.0,8,4687.5,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Unknown,1450,3.0,3.0,54.3,1450.0,3,3744.8275862068967,Kanakpura Road
Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,MNtha A,1161,2.0,2.0,36.69,1161.0,2,3160.206718346253,other
Super built-up  Area,Ready To Move,Dollars Colony,2 BHK,Koowsis,1097,2.0,3.0,65.0,1097.0,2,5925.2506836827715,other
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,850,2.0,2.0,35.0,850.0,2,4117.64705882353,Uttarahalli
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715,3.0,2.0,115.0,1715.0,3,6705.539358600583,Green Glen Layout
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Shntsad,2300,3.0,2.0,317.0,2300.0,3,13782.608695652174,Basavangudi
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1200,2.0,1.0,59.0,1200.0,2,4916.666666666667,Electronic City
Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,Unknown,1080,2.0,2.0,38.0,1080.0,2,3518.5185185185187,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Unknown,1200,2.0,1.0,50.3,1200.0,2,4191.666666666667,Kasavanhalli
Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,Unknown,2400,4.0,0.0,550.0,2400.0,4,22916.666666666668,other
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sriseva,1400,2.0,1.0,78.0,1400.0,3,5571.428571428572,Banashankari
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,1.0,0.0,19.695,458.0,1,4300.218340611354,Kanakpura Road
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1230,2.0,1.0,57.0,1230.0,2,4634.1463414634145,Marathahalli
Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,SSonsvi,1640,3.0,3.0,88.0,1640.0,3,5365.8536585365855,Kalyan nagar
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1700,3.0,2.0,125.0,1700.0,3,7352.941176470588,Banashankari
Super built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1478,2.0,2.0,44.0,1478.0,3,2976.9959404600813,Bommasandra
Super built-up  Area,Ready To Move,Defence Colony,4 BHK,Masta A,6600,4.0,2.0,986.0,6600.0,4,14939.39393939394,other
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Unknown,1020,2.0,2.0,40.79,1020.0,2,3999.0196078431372,Banashankari
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Unknown,1275,2.0,2.0,95.0,1275.0,3,7450.980392156863,Yelahanka
Built-up  Area,Ready To Move,Cambridge Layout,4 Bedroom,Unknown,1600,3.0,1.0,165.0,1600.0,4,10312.5,other
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1110,2.0,2.0,38.85,1110.0,2,3500.0,Kanakapura
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1627.86,3.0,2.0,88.0,1627.86,3,5405.87028368533,Uttarahalli
Built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,22.0,620.0,2,3548.3870967741937,other
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3004,4.0,2.0,285.0,3004.0,4,9487.350199733688,Whitefield
Super built-up  Area,18-May,Hosa Road,2 BHK,Pamesy ,1133,2.0,1.0,52.0,1133.0,2,4589.585172109444,Hosa Road
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Gaodsch,1182,2.0,2.0,82.5,1182.0,2,6979.6954314720815,Hennur Road
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,SosonGa,1500,3.0,3.0,100.0,1500.0,3,6666.666666666667,Tumkur Road
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5.0,2.0,360.0,3900.0,4,9230.76923076923,Hebbal Kempapura
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srconor,1200,2.0,2.0,58.0,1200.0,2,4833.333333333333,Marathahalli
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79,1128.0,2,4325.354609929078,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215 - 2475,3.0,2.0,293.0,2345.0,3,12494.669509594883,Malleshwaram
Built-up  Area,Ready To Move,Jayanagar,2 BHK,Unknown,900,2.0,2.0,110.0,900.0,2,12222.222222222223,other
Built-up  Area,Ready To Move,Amruthahalli,2 BHK,NCondia,1100,2.0,1.0,45.0,1100.0,2,4090.909090909091,Amruthahalli
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,635,1.0,1.0,22.0,635.0,2,3464.566929133858,Kengeri Satellite Town
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2062,3.0,2.0,140.0,2062.0,4,6789.524733268671,Ardendale
Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1874,4.0,1.0,130.0,1874.0,3,6937.033084311633,Thanisandra
Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,75.0,1171.0,2,6404.782237403928,Old Madras Road
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Unknown,2020,3.0,3.0,85.0,2020.0,3,4207.920792079208,Sarjapur
Super built-up  Area,18-Jan,8th Phase JP Nagar,2 BHK,Unknown,1059,2.0,2.0,34.5,1059.0,2,3257.790368271955,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1315,2.0,1.0,59.1,1315.0,3,4494.296577946768,Panathur
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,110.0,1760.0,3,6250.0,Jakkur
Built-up  Area,Ready To Move,Sampangi Rama Nagar,2 Bedroom,Unknown,1200,2.0,1.0,125.0,1200.0,2,10416.666666666666,other
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Koagati,1192,2.0,1.0,62.0,1192.0,3,5201.342281879195,Hennur Road
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,121.0,1645.0,3,7355.623100303951,Hebbal
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,72.0,1250.0,2,5760.0,Whitefield
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,34.385,709.0,1,4849.788434414669,Whitefield
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1340,2.0,1.0,77.0,1340.0,2,5746.268656716418,Whitefield
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Unknown,2388,4.0,3.0,239.0,2388.0,3,10008.375209380234,Cooke Town
Super built-up  Area,18-Jun,Hosa Road,2 BHK,Sosisic,1369.1,2.0,1.0,104.0,1369.1,2,7596.231100723103,Hosa Road
Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,Unknown,1355,2.0,3.0,75.0,1355.0,2,5535.055350553505,other
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Unknown,1150,2.0,2.0,65.0,1150.0,2,5652.173913043478,Bannerghatta Road
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938,3.0,3.0,113.0,1938.0,3,5830.7533539731685,Kanakapura
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636,3.0,2.0,85.0,1636.0,3,5195.59902200489,Budigere
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1430,2.0,2.0,75.0,1430.0,3,5244.755244755244,Akshaya Nagar
Super built-up  Area,Ready To Move,BEML Layout 5th stage,3 BHK,Unknown,2000,3.0,2.0,85.0,2000.0,3,4250.0,other
Carpet  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,993,2.0,2.0,50.0,993.0,3,5035.246727089628,Electronic City Phase II
Plot  Area,Ready To Move,Laggere,4 Bedroom,Unknown,1260,4.0,1.0,150.0,1260.0,4,11904.761904761905,Laggere
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Unknown,1700,3.0,3.0,88.0,1700.0,3,5176.470588235294,Kanakpura Road
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1270,2.0,2.0,78.0,1270.0,2,6141.7322834645665,Yelahanka
Plot  Area,18-Apr,Anjanapura,3 Bedroom,Unknown,1500,3.0,1.0,121.0,1500.0,3,8066.666666666667,Anjanapura
Built-up  Area,Ready To Move,Koramangala,3 BHK,Unknown,2300,3.0,3.0,290.0,2300.0,3,12608.695652173914,Koramangala
Plot  Area,18-Mar,Hunasamaranahalli,4 Bedroom,EmardBo,7500,4.0,2.0,900.0,7500.0,4,12000.0,other
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1650,3.0,3.0,86.45,1650.0,3,5239.393939393939,Marathahalli
Super built-up  Area,Ready To Move,Panathur,2 BHK,Suriaa ,1109,2.0,1.0,63.0,1109.0,2,5680.793507664563,Panathur
Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,Metrais,1280,2.0,1.0,49.75,1280.0,2,3886.71875,other
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Unknown,2885,3.0,1.0,185.0,2885.0,4,6412.478336221837,Sarjapur
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Unknown,1462,3.0,3.0,71.0,1462.0,3,4856.361149110807,Kothanur
Super built-up  Area,19-Mar,Marathahalli,1 BHK,Unezes ,607,1.0,1.0,35.0,607.0,1,5766.062602965404,Marathahalli
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Unknown,930,2.0,0.0,25.0,930.0,2,2688.1720430107525,Kammasandra
Plot  Area,17-Nov,Varthur,4 Bedroom,Unknown,4500,5.0,2.0,300.0,4500.0,4,6666.666666666667,Varthur
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Unknown,2600,3.0,1.0,237.0,2600.0,3,9115.384615384615,Malleshwaram
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Unknown,3000,4.0,2.0,140.0,3000.0,4,4666.666666666667,JP Nagar
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Coomee ,1418,3.0,2.0,52.47,1418.0,3,3700.2820874471086,Electronic City Phase II
Built-up  Area,Ready To Move,Ramesh Nagar,2 Bedroom,Unknown,4200,1.0,2.0,160.0,4200.0,2,3809.5238095238096,other
Built-up  Area,Ready To Move,EPIP Zone,2 BHK,ValiaCa,1125,2.0,1.0,65.0,1125.0,2,5777.777777777777,EPIP Zone
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1825,3.0,2.0,126.0,1825.0,3,6904.109589041096,CV Raman Nagar
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1320,2.0,3.0,79.5,1320.0,2,6022.727272727273,Whitefield
Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,Unknown,3000,4.0,2.0,140.0,3000.0,4,4666.666666666667,JP Nagar
Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,MamalPr,1490,2.0,2.0,300.0,1490.0,3,20134.228187919463,other
Plot  Area,Ready To Move,8th block Koramangala,4 Bedroom,Unknown,1650,3.0,1.0,300.0,1650.0,4,18181.81818181818,other
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,750,2.0,1.0,52.7,750.0,2,7026.666666666667,Whitefield
Super built-up  Area,19-Dec,Yelahanka,3 BHK,Masser ,1400,2.0,2.0,80.54,1400.0,3,5752.857142857143,Yelahanka
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,4104,4.0,3.0,360.0,4104.0,4,8771.929824561403,other
Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,Unknown,5000,4.0,0.0,375.0,5000.0,4,7500.0,Rajaji Nagar
Plot  Area,18-Jul,Whitefield,3 Bedroom,Unknown,1200,3.0,1.0,61.96,1200.0,3,5163.333333333333,Whitefield
Plot  Area,Ready To Move,Gottigere,1 Bedroom,Unknown,812,1.0,1.0,26.0,812.0,1,3201.9704433497536,Gottigere
Super built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,1100,2.0,2.0,43.0,1100.0,2,3909.090909090909,KR Puram
